commit,version,date,bench,metric,unit,value,ci_low,ci_high,allocs,allocs_ci_low,allocs_ci_high,rustc,machine
12d82119439b,v0.4.1,2025-11-21T03:45:55.346631Z,bidirectional_bfs/1000000,mean,ns,680915974.84,680442814.0337499,681493173.3205,,,,rustc 1.91.1 (ed61e7d7e 2025-11-07),github
12d82119439b,v0.4.1,2025-11-21T03:45:55.346631Z,bidirectional_bfs/1000000,median,ns,680366887.0,679978101.0,680790651.5,,,,rustc 1.91.1 (ed61e7d7e 2025-11-07),github
12d82119439b,v0.4.1,2025-11-21T03:45:55.346631Z,bidirectional_bfs/100,mean,ns,20849.94849443198,20813.86857722481,20908.452581594993,,,,rustc 1.91.1 (ed61e7d7e 2025-11-07),github
12d82119439b,v0.4.1,2025-11-21T03:45:55.346631Z,bidirectional_bfs/100,median,ns,20809.270199933908,20802.093528368794,20814.672517361112,,,,rustc 1.91.1 (ed61e7d7e 2025-11-07),github
c0e2729dd80e,v0.4.1,2025-11-21T06:09:05.127944Z,builder_finalize/10000,mean,ns,1736526.2910506758,1735521.5453543866,1737770.9611020158,,,,rustc 1.91.1 (ed61e7d7e 2025-11-07),github
c0e2729dd80e,v0.4.1,2025-11-21T06:09:05.127944Z,builder_finalize/10000,median,ns,1735093.9259259258,1734406.0672043012,1735994.8852459015,,,,rustc 1.91.1 (ed61e7d7e 2025-11-07),github
c0e2729dd80e,v0.4.1,2025-11-21T06:09:05.127944Z,builder_finalize/100000,mean,ns,17840070.860000003,17828586.490749996,17853177.110416673,,,,rustc 1.91.1 (ed61e7d7e 2025-11-07),github
c0e2729dd80e,v0.4.1,2025-11-21T06:09:05.127944Z,builder_finalize/100000,median,ns,17825103.5,17816261.666666668,17844131.0,,,,rustc 1.91.1 (ed61e7d7e 2025-11-07),github
c0e2729dd80e,v0.4.1,2025-11-21T06:09:05.127944Z,builder_finalize/1000,mean,ns,185800.68977456828,185403.4698708286,186220.52995760896,,,,rustc 1.91.1 (ed61e7d7e 2025-11-07),github
c0e2729dd80e,v0.4.1,2025-11-21T06:09:05.127944Z,builder_finalize/1000,median,ns,186359.81018518517,186156.81524122806,186514.01499118167,,,,rustc 1.91.1 (ed61e7d7e 2025-11-07),github
c0e2729dd80e,v0.4.1,2025-11-21T06:09:05.127944Z,builder_finalize/100,mean,ns,21742.985912117972,21713.762890235375,21774.944137352944,,,,rustc 1.91.1 (ed61e7d7e 2025-11-07),github
c0e2729dd80e,v0.4.1,2025-11-21T06:09:05.127944Z,builder_finalize/100,median,ns,21744.69239130435,21719.0524829497,21778.876811594204,,,,rustc 1.91.1 (ed61e7d7e 2025-11-07),github
c0e2729dd80e,v0.4.1,2025-11-21T06:09:05.127944Z,builder_add_properties/10000,mean,ns,3422808.4319999986,3421635.6856333343,3424195.742049998,,,,rustc 1.91.1 (ed61e7d7e 2025-11-07),github
c0e2729dd80e,v0.4.1,2025-11-21T06:09:05.127944Z,builder_add_properties/10000,median,ns,3421557.3333333335,3420415.8,3423287.9333333336,,,,rustc 1.91.1 (ed61e7d7e 2025-11-07),github
c0e2729dd80e,v0.4.1,2025-11-21T06:09:05.127944Z,builder_add_properties/1000,mean,ns,351076.8612024422,350206.0367511109,352315.2258778589,,,,rustc 1.91.1 (ed61e7d7e 2025-11-07),github
c0e2729dd80e,v0.4.1,2025-11-21T06:09:05.127944Z,builder_add_properties/1000,median,ns,350045.0784632035,349953.0740740741,350121.8191489362,,,,rustc 1.91.1 (ed61e7d7e 2025-11-07),github
c0e2729dd80e,v0.4.1,2025-11-21T06:09:05.127944Z,builder_add_properties/100,mean,ns,34574.67509608539,34539.67098930911,34622.27108278963,,,,rustc 1.91.1 (ed61e7d7e 2025-11-07),github
